movie_title,rating,genre,directors,tomatometer_rating,audience_rating
Darby O'Gill and the Little People,G,"Kids & Family, Science Fiction & Fantasy",Robert Stevenson,100,77
A Star Is Born,PG,"Classics, Drama","William Wellman, Jack Conway",100,77
Them!,PG,"Classics, Horror, Science Fiction & Fantasy",Gordon Douglas,100,77
The Buddy Holly Story,PG,"Drama, Musical & Performing Arts",Steve Rash,100,77
A Question of Faith,PG,Drama,Kevan Otto,40,78
Fandango,PG,"Comedy, Drama",Kevin Reynolds,50,78
Contact,PG,"Mystery & Suspense, Science Fiction & Fantasy",Robert Zemeckis,63,78
Dreamer: Inspired by a True Story,PG,"Drama, Kids & Family",John Gatins,64,78
Evelyn,PG,"Art House & International, Drama",Bruce Beresford,64,78
Dumbstruck,PG,"Documentary, Special Interest",Mark Goffman,71,78
Back to the Future Part III,PG,"Action & Adventure, Comedy, Science Fiction & Fantasy",Robert Zemeckis,79,78
Alice in Wonderland,G,"Animation, Classics, Comedy, Kids & Family, Science Fiction & Fantasy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske",81,78
Swiss Family Robinson,G,"Action & Adventure, Kids & Family",Ken Annakin,82,78
The Three Musketeers,PG,"Action & Adventure, Comedy",Richard Lester,83,78
Avalon,PG,Drama,Barry Levinson,83,78
Elf,PG,"Comedy, Kids & Family, Special Interest",Jon Favreau,83,78
The Cincinnati Kid,G,"Classics, Drama",Norman Jewison,85,78
Poltergeist,PG,Horror,Tobe Hooper,85,78
Cinderella,PG,"Kids & Family, Science Fiction & Fantasy, Romance",Kenneth Branagh,85,78
The Snow Walker,PG,"Action & Adventure, Drama",Charles Martin Smith,86,78
The Big Red One,PG,"Action & Adventure, Drama",Samuel Fuller,90,78
Disneynature Bears,G,Kids & Family,"Alastair Fothergill, Keith Scholey, Adam Chapman",91,78
All the King's Men,PG,"Classics, Drama",Robert Rossen,97,78
Snow White and the Seven Dwarfs,G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","David Hand, William Cottrell, David D. Hand, Wilfred Jackson, Larry Morey, Perce Pearce, Ben Sharpsteen, Dick Richard, Webb Smith, Dorothy Ann Blank, Merrill de Maris, Walt Disney, Richard Creedon",98,78
"Davy Crockett, King of the Wild Frontier",PG,"Action & Adventure, Kids & Family, Television, Western",Norman Foster,100,78
A Boy Called Po,PG,Drama,John Asher,31,79
Battle of Britain,G,"Action & Adventure, Classics, Drama",Guy Hamilton,67,79
Nicholas and Alexandra,PG,"Art House & International, Classics, Drama",Franklin J. Schaffner,71,79
Eight Below,PG,"Action & Adventure, Drama","Bruce Hendricks, Frank Marshall",72,79
The Meerkats,G,Documentary,James Honeyborne,73,79
a/k/a Tommy Chong,G,"Documentary, Special Interest",Josh Gilbert,73,79
Cars,G,"Action & Adventure, Animation, Comedy, Kids & Family","John Lasseter, Joe Ranft",75,79
The Chosen,PG,Drama,Jeremy Kagan,75,79
The Time Machine,G,"Action & Adventure, Classics, Science Fiction & Fantasy",George Pal,77,79
Pollyanna,G,"Drama, Kids & Family",David Swift,85,79
Prodigal Sons,PG,"Documentary, Special Interest",Kimberly Reed,86,79
Eight Men Out,PG,Drama,John Sayles,86,79
Crossing Delancey,PG,"Comedy, Drama, Romance",Joan Micklin Silver,88,79
Deep Sea 3D,G,"Animation, Documentary, Kids & Family, Special Interest",Howard Hall,91,79
Jason and the Argonauts,G,"Action & Adventure, Classics, Kids & Family, Science Fiction & Fantasy",Don Chaffey,93,79
Casting By,PG,"Documentary, Special Interest, Television",Tom Donahue,94,79
An American in Paris,G,"Classics, Musical & Performing Arts, Romance",Vincente Minnelli,95,79
Double Dare,PG,"Documentary, Musical & Performing Arts, Television",Amanda Micheli,97,79
Vitus,PG,"Art House & International, Drama",Fredi M. Murer,66,80
Deep Blue,G,"Documentary, Special Interest","Andy Byatt, Alastair Fothergill",67,80
Beauty and the Beast,PG,"Drama, Musical & Performing Arts, Science Fiction & Fantasy, Romance",Bill Condon,71,80
Cats Don't Dance,G,"Animation, Kids & Family",Mark Dindal,74,80
Top Secret!,PG,Comedy,"David Zucker, Jim Abrahams, Jerry Zucker, Jody J. Abrahams",77,80
Peter Pan,G,"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy","Wilfred Jackson, Clyde Geronimi, Hamilton Luske",80,80
Dolphin Tale,PG,"Drama, Kids & Family",Charles Martin Smith,81,80
Barefoot in the Park,G,"Classics, Comedy, Drama",Gene Saks,83,80
Chariots of Fire,PG,"Art House & International, Drama, Sports & Fitness",Hugh Hudson,84,80
Sleeping Beauty,G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","Les Clark, Clyde Geronimi, Wolfgang Reitherman, Eric Larson",88,80
The Secret Garden,G,"Drama, Kids & Family",Agnieszka Holland,88,80
Cactus Flower,PG,"Classics, Comedy",Gene Saks,88,80
Gloria,PG,"Action & Adventure, Comedy, Drama, Mystery & Suspense",John Cassavetes,92,80
L'uccello dalle piume di cristallo (The Bird With the Crystal Plumage),PG,"Art House & International, Drama, Mystery & Suspense",Dario Argento,93,80
Duma,PG,"Action & Adventure, Drama, Kids & Family",Carroll Ballard,93,80
Enchanted,PG,"Comedy, Kids & Family, Romance",Kevin Lima,93,80
Conte d'hiver (A Tale of Winter),G,"Drama, Romance",Eric Rohmer,95,80
The Stranger,PG,"Classics, Drama, Mystery & Suspense",Orson Welles,96,80
Cinderella,G,"Animation, Classics, Kids & Family, Science Fiction & Fantasy","Clyde Geronimi, Wilfred Jackson, Hamilton Luske",97,80
